"legacy_url","legacy_title","legacy_word_count","candidate_1_slug","candidate_1_title","candidate_1_score","candidate_2_slug","candidate_2_title","candidate_2_score","candidate_3_slug","candidate_3_title","candidate_3_score","decision","notes"
"https://comint.by/naruzhnaya-reklama/pilony/","Изготовление рекламных пилонов","98","izgotovlenie-reklamnyh-pilonov","Изготовление рекламных пилонов","1.000","izgotovlenie-reklamnyh-mobaylov","Изготовление рекламных мобайлов","0.667","izgotovlenie-naruzhnyh-reklamnyh-vyvesok","Изготовление наружных рекламных вывесок","0.571","",""
"https://comint.by/naruzhnaya-reklama/shtender/","Штендер рекламный","103","akrilovye-paneli","Акриловые панели","0.000","bloki-dlya-zapisey-kub-bloki","Блоки для записей, куб-блоки","0.000","breloki-s-logotipom","Брелоки с логотипом","0.000","",""
"https://comint.by/naruzhnaya-reklama/svetovye-koroba/","Световые короба (лайтбоксы)","202","svetovye-koroba-laytboksy","Световые короба / лайтбоксы","1.000","akrilovye-paneli","Акриловые панели","0.000","bloki-dlya-zapisey-kub-bloki","Блоки для записей, куб-блоки","0.000","",""
"https://comint.by/naruzhnaya-reklama/vyveski/","Изготовление наружных рекламных вывесок","116","izgotovlenie-naruzhnyh-reklamnyh-vyvesok","Изготовление наружных рекламных вывесок","1.000","izgotovlenie-reklamnyh-mobaylov","Изготовление рекламных мобайлов","0.571","izgotovlenie-reklamnyh-pilonov","Изготовление рекламных пилонов","0.571","",""
"https://comint.by/odezhda-i-tekstil/pechat-na-tkani-i-sumkah/","Печать на ткани","225","pechat-na-tkani","Печать на ткани","1.000","uf-pechat","УФ печать","0.667","pechat-bannerov","Печать баннеров","0.500","",""
"https://comint.by/oformlenie-vystavok/dizajn-expo-stendov/","Дизайн и проектирование выставочных стендов","486","dizayn-i-proektirovanie-vystavochnyh-stendov","Дизайн и проектирование выставочных стендов","1.000","oformlenie-i-okleyka-vystavochnyh-stendov-grafikoy","Оформление и оклейка выставочных стендов графикой","0.444","dizayn-poligrafii","Дизайн полиграфии","0.333","",""
"https://comint.by/oformlenie-vystavok/expo-komplex/","Спецпредложение «Выставка под  ключ»","216","spetspredlozhenie-vystavka-pod-klyuch","Спецпредложение «Выставка под ключ»","1.000","podstavki-pod-kruzhku","Подставки под кружку","0.286","podstavki-pod-tovary-iz-orgstekla","Подставки под товары из оргстекла","0.250","",""
"https://comint.by/oformlenie-vystavok/mobilnye-expo-konstrukcii/","Мобильные выставочные конструкции для стендов","84","mobilnye-vystavochnye-konstruktsii-dlya-stendov","Мобильные выставочные конструкции для стендов","1.000","mobilnye-bannery","Мобильные баннеры","0.286","skinali-dlya-kuhni","Скинали для кухни","0.250","",""
"https://comint.by/oformlenie-vystavok/oformlenie-expo-stendov/","Оформление и оклейка выставочных  стендов графикой","145","oformlenie-i-okleyka-vystavochnyh-stendov-grafikoy","Оформление и оклейка выставочных стендов графикой","1.000","dizayn-i-proektirovanie-vystavochnyh-stendov","Дизайн и проектирование выставочных стендов","0.444","oformlenie-pasporta-naruzhnoy-reklamy","Оформление паспорта наружной рекламы","0.222","",""
"https://comint.by/pechat-i-izgotovlenie-kalendarej/karmannye-kalendari/","Карманные календари","155","karmannye-kalendari","Карманные календари","1.000","zerkala-karmannye","Зеркала карманные","0.500","kvartalnye-kalendari","Квартальные календари","0.500","",""
"https://comint.by/pechat-i-izgotovlenie-kalendarej/kvartalnye-kalendari/","Квартальные календари","51","kvartalnye-kalendari","Квартальные календари","1.000","karmannye-kalendari","Карманные календари","0.500","nastolnye-kalendari-domiki","Настольные календари-домики","0.400","",""
"https://comint.by/pechat-i-izgotovlenie-kalendarej/nastolnye-kalendari-domiki/","Настольные календари-домики","147","nastolnye-kalendari-domiki","Настольные календари-домики","1.000","karmannye-kalendari","Карманные календари","0.400","kvartalnye-kalendari","Квартальные календари","0.400","",""
"https://comint.by/pechat-i-izgotovlenie-kalendarej/perekidnye-nastennye-kalendari/","Перекидные настенные календари","152","perekidnye-nastennye-kalendari","Перекидные настенные календари","1.000","karmannye-kalendari","Карманные календари","0.400","kvartalnye-kalendari","Квартальные календари","0.400","",""
"https://comint.by/reklama-na-transporte/naklejki-na-avto/","Наклейки на авто","136","nakleyki-na-avto","Наклейки на авто","1.000","napolnye-nakleyki","Напольные наклейки","0.500","plotternye-nakleyki","Плоттерные наклейки","0.500","",""
"https://comint.by/samokleyushhayasya-produkcziya/etiketki/","Самоклеящиеся этикетки","158","samokleyaschiesya-etiketki","Самоклеящиеся этикетки","1.000","samokleyaschiesya-trafarety","Самоклеящиеся трафареты","0.500","akrilovye-paneli","Акриловые панели","0.000","",""
"https://comint.by/samokleyushhayasya-produkcziya/garantijnye-plomby-pechatnye/","Гарантийные пломбы печатные","198","garantiynye-plomby-pechatnye","Гарантийные пломбы печатные","1.000","garantiynye-talony","Гарантийные талоны","0.400","akrilovye-paneli","Акриловые панели","0.000","",""
"https://comint.by/samokleyushhayasya-produkcziya/izgotovlenie-znakov-bezopasnosti/","Изготовление знаков безопасности","219","izgotovlenie-znakov-bezopasnosti","Изготовление знаков безопасности","1.000","izgotovlenie-birok-i-yarlykov","Изготовление бирок и ярлыков","0.333","izgotovlenie-i-pechat-beydzhey","Изготовление и печать бейджей","0.333","",""
"https://comint.by/samokleyushhayasya-produkcziya/naklejka-iz-bymagi/","Печать наклеек из самоклеящейся бумаги","220","pechat-nakleek-iz-samokleyascheysya-bumagi","Печать наклеек из самоклеящейся бумаги","1.000","izgotovlenie-i-pechat-nakleek-na-samokleyuscheysya-plenke","Изготовление и печать наклеек на самоклеющейся пленке","0.444","uf-pechat","УФ печать","0.400","",""
"https://comint.by/samokleyushhayasya-produkcziya/naklejki_plotter/","Плоттерные наклейки","79","plotternye-nakleyki","Плоттерные наклейки","1.000","nakleyki-na-avto","Наклейки на авто","0.500","napolnye-nakleyki","Напольные наклейки","0.500","",""
"https://comint.by/samokleyushhayasya-produkcziya/naklejki-na-pol/","Напольные наклейки","214","napolnye-nakleyki","Напольные наклейки","1.000","nakleyki-na-avto","Наклейки на авто","0.500","plotternye-nakleyki","Плоттерные наклейки","0.500","",""
"https://comint.by/samokleyushhayasya-produkcziya/naklejki-print/","Изготовление и печать наклеек на самоклеющейся пленке","67","izgotovlenie-i-pechat-nakleek-na-samokleyuscheysya-plenke","Изготовление и печать наклеек на самоклеющейся пленке","1.000","izgotovlenie-i-pechat-beydzhey","Изготовление и печать бейджей","0.500","izgotovlenie-i-pechat-vizitok","Изготовление и печать визиток","0.500","",""
